temperature,eDensity,gofnt
3283420.6908266563,1000000000.0,1.5741866379288902e-30
3441396.3510106686,1000000000.0,6.967669093630639e-31
3606972.7153262887,1000000000.0,3.11558038265332e-31
3780515.4774710797,1000000000.0,1.407385625679051e-31
3962407.92581251,1000000000.0,6.42045577240077e-32
4153051.789922715,1000000000.0,2.9566716708730025e-32
4352868.127842631,1000000000.0,1.3731759407136418e-32
4562298.256035178,1000000000.0,6.424906211807704e-33
4781804.724081485,1000000000.0,3.0250902261155242e-33
5011872.336272725,1000000000.0,1.4316390436156531e-33
501187.2336272725,3020408163.2653065,6.02359867093924e-27
525300.922235397,3020408163.2653065,9.902096598177323e-27
550574.7959784886,3020408163.2653065,1.5750908689566611e-26
577064.6749995912,3020408163.2653065,2.4277022467316795e-26
604829.0651237764,3020408163.2653065,3.6297957328709485e-26
633929.2870747296,3020408163.2653065,5.269231033563222e-26
664429.61190834,3020408163.2653065,7.431902126278826e-26
696397.4029624328,3020408163.2653065,1.0187124787804674e-25
729903.2646361388,3020408163.2653065,1.3572359724472287e-25
765021.19832752,3020408163.2653065,1.7568046789960353e-25
801828.7658738301,3020408163.2653065,2.2075193020063086e-25
840407.2608554034,3020408163.2653065,2.689882072191564e-25
880841.8881415128,3020408163.2653065,3.173221996644883e-25
923221.9520747317,3020408163.2653065,3.617916363388359e-25
967641.0537094537,3020408163.2653065,3.979494040970947e-25
1014197.2975401576,3020408163.2653065,4.215145662204927e-25
1062993.5081760285,3020408163.2653065,4.292460650418742e-25
1114137.4574404613,3020408163.2653065,4.197172571417461e-25
1167742.1023970542,3020408163.2653065,3.93604266716469e-25
1223925.834827758,3020408163.2653065,3.537718423358092e-25
1282812.7427142137,3020408163.2653065,3.0460349822980684e-25
1344532.8842997623,3020408163.2653065,2.5106902420518406e-25
1409222.5753374626,3020408163.2653065,1.9791589078688801e-25
1477024.690158485,3020408163.2653065,1.4905450111143177e-25
1548088.9772258627,3020408163.2653065,1.0710532854204385e-25
1622572.3898705235,3020408163.2653065,7.332369705409291e-26
1700639.4329400521,3020408163.2653065,4.7697435425389046e-26
1782462.5261258448,3020408163.2653065,2.9369571955548335e-26
1868222.3847710367,3020408163.2653065,1.7061291930022498e-26
1958108.4190003115,3020408163.2653065,9.337990972080347e-27
2052319.1520530963,3020408163.2653065,4.812614982270025e-27
2151062.6587440567,3020408163.2653065,2.3471906187942256e-27
2254557.0250193435,3020408163.2653065,1.0933322574216032e-27
2363030.8296234924,3020408163.2653065,4.911949144119156e-28
2476723.6489408244,3020408163.2653065,2.152158876054189e-28
2595886.586126396,3020408163.2653065,9.298050529329118e-29
2720782.8256950434,3020408163.2653065,3.992433538091442e-29
2851688.2147934726,3020408163.2653065,1.7141285155451036e-29
2988891.8724391717,3020408163.2653065,7.394356900987327e-30
3132696.828071686,3020408163.2653065,3.212711491484652e-30
3283420.6908266563,3020408163.2653065,1.4087368416793846e-30
3441396.3510106686,3020408163.2653065,6.239026135743855e-31
3606972.7153262887,3020408163.2653065,2.791480351394315e-31
3780515.4774710797,3020408163.2653065,1.2617840713950495e-31
3962407.92581251,3020408163.2653065,5.760012444016727e-32
4153051.789922715,3020408163.2653065,2.6543303853075333e-32
4352868.127842631,3020408163.2653065,1.23361731995295e-32
4562298.256035178,3020408163.2653065,5.776050309350912e-33
4781804.724081485,3020408163.2653065,2.721569185893722e-33
5011872.336272725,3020408163.2653065,1.2889554722253675e-33
501187.2336272725,5040816326.530613,5.7465090691275e-27
525300.922235397,5040816326.530613,9.440144217464981e-27
550574.7959784886,5040816326.530613,1.500601712839133e-26
577064.6749995912,5040816326.530613,2.3113652424239018e-26
604829.0651237764,5040816326.530613,3.453613259233894e-26
633929.2870747296,5040816326.530613,5.010282404983669e-26
664429.61190834,5040816326.530613,7.062257752257228e-26
696397.4029624328,5040816326.530613,9.674512711458643e-26
729903.2646361388,5040816326.530613,1.288166864253817e-25
765021.19832752,5040816326.530613,1.6664223113430607e-25
801828.7658738301,5040816326.530613,2.092746573250889e-25
840407.2608554034,5040816326.530613,2.5486007074179567e-25
880841.8881415128,5040816326.530613,3.0049104721090785e-25
923221.9520747317,5040816326.530613,3.424194586772422e-25
967641.0537094537,5040816326.530613,3.764463971015655e-25
1014197.2975401576,5040816326.530613,3.985382660876181e-25
1062993.5081760285,5040816326.530613,4.0565136163224972e-25
1114137.4574404613,5040816326.530613,3.964604529451184e-25
1167742.1023970542,5040816326.530613,3.7162657753688583e-25
1223925.834827758,5040816326.530613,3.3387344421523087e-25
1282812.7427142137,5040816326.530613,2.8735125778562945e-25
1344532.8842997623,5040816326.530613,2.36754986232987e-25
1409222.5753374626,5040816326.530613,1.8656185430400133e-25
1477024.690158485,5040816326.530613,1.4045334066200207e-25
1548088.9772258627,5040816326.530613,1.0089082044244132e-25
1622572.3898705235,5040816326.530613,6.904742907579504e-26
1700639.4329400521,5040816326.530613,4.49024373477345e-26
1782462.5261258448,5040816326.530613,2.764098537818893e-26
1868222.3847710367,5040816326.530613,1.6053075381163555e-26
1958108.4190003115,5040816326.530613,8.78414940509369e-27
2052319.1520530963,5040816326.530613,4.526232841536007e-27
2151062.6587440567,5040816326.530613,2.207106023358169e-27
2254557.0250193435,5040816326.530613,1.0279109871917077e-27
2363030.8296234924,5040816326.530613,4.617373788797875e-28
2476723.6489408244,5040816326.530613,2.022844407082098e-28
2595886.586126396,5040816326.530613,8.738482166140334e-29
2720782.8256950434,5040816326.530613,3.751859125372041e-29
2851688.2147934726,5040816326.530613,1.6107401853265422e-29
2988891.8724391717,5040816326.530613,6.948069340482462e-30
3132696.828071686,5040816326.530613,3.01873635057581e-30
3283420.6908266563,5040816326.530613,1.3236736192959435e-30
3441396.3510106686,5040816326.530613,5.862367576199314e-31
3606972.7153262887,5040816326.530613,2.6230307748071313e-31
3780515.4774710797,5040816326.530613,1.185696519426538e-31
3962407.92581251,5040816326.530613,5.413005872775444e-32
4153051.789922715,5040816326.530613,2.4946134721962706e-32
4352868.127842631,5040816326.530613,1.1594935799310354e-32
4562298.256035178,5040816326.530613,5.429559860798152e-33
4781804.724081485,5040816326.530613,2.5586138102748172e-33
5011872.336272725,5040816326.530613,1.211938797055472e-33
501187.2336272725,7061224489.795918,5.591724003691574e-27
525300.922235397,7061224489.795918,9.181067257755126e-27
550574.7959784886,7061224489.795918,1.458663577607373e-26
577064.6749995912,7061224489.795918,2.2456177249325566e-26
604829.0651237764,7061224489.795918,3.35367539635334e-26
633929.2870747296,7061224489.795918,4.8628655649548664e-26
664429.61190834,7061224489.795918,6.851081991338508e-26
696397.4029624328,7061224489.795918,9.380655714430231e-26
729903.2646361388,7061224489.795918,1.2484404182230631e-25
765021.19832752,7061224489.795918,1.6142679520704173e-25
801828.7658738301,7061224489.795918,2.0263080135565493e-25
840407.2608554034,7061224489.795918,2.466564424326332e-25
880841.8881415128,7061224489.795918,2.9068844996365486e-25
923221.9520747317,7061224489.795918,3.3110378562846174e-25
967641.0537094537,7061224489.795918,3.6385000482756426e-25
1014197.2975401576,7061224489.795918,3.85041037901057e-25
1062993.5081760285,7061224489.795918,3.917527538418091e-25
1114137.4574404613,7061224489.795918,3.8272394376685065e-25
1167742.1023970542,7061224489.795918,3.5861116984843715e-25
1223925.834827758,7061224489.795918,3.2205866376675437e-25
1282812.7427142137,7061224489.795918,2.7708127453635412e-25
1344532.8842997623,7061224489.795918,2.2821237863889845e-25
1409222.5753374626,7061224489.795918,1.7976868570322205e-25
1477024.690158485,7061224489.795918,1.352943466076093e-25
1548088.9772258627,7061224489.795918,9.715406349029172e-26
1622572.3898705235,7061224489.795918,6.646974650366773e-26
1700639.4329400521,7061224489.795918,4.321347208014704e-26
1782462.5261258448,7061224489.795918,2.6593844587211314e-26
1868222.3847710367,7061224489.795918,1.544080365170525e-26
1958108.4190003115,7061224489.795918,8.446974230446736e-27
2052319.1520530963,7061224489.795918,4.3514494467000344e-27
2151062.6587440567,7061224489.795918,2.121395542094535e-27
2254557.0250193435,7061224489.795918,9.87782116707635e-28
2363030.8296234924,7061224489.795918,4.4362256834992495e-28
2476723.6489408244,7061224489.795918,1.9431204536546371e-28
2595886.586126396,7061224489.795918,8.39261929366209e-29
2720782.8256950434,7061224489.795918,3.602780995779765e-29
2851688.2147934726,7061224489.795918,1.5465077758802816e-29
2988891.8724391717,7061224489.795918,6.670085205037627e-30
3132696.828071686,7061224489.795918,2.8975990011485367e-30
3283420.6908266563,7061224489.795918,1.2704131855129043e-30
3441396.3510106686,7061224489.795918,5.62591414715729e-31
3606972.7153262887,7061224489.795918,2.517006193087154e-31
3780515.4774710797,7061224489.795918,1.1376797385891632e-31
3962407.92581251,7061224489.795918,5.193440522591461e-32
4153051.789922715,7061224489.795918,2.3932859140590504e-32
4352868.127842631,7061224489.795918,1.1123428460548812e-32
4562298.256035178,7061224489.795918,5.2085657026746104e-33
4781804.724081485,7061224489.795918,2.4544011252734143e-33
5011872.336272725,7061224489.795918,1.1625528875404245e-33
501187.2336272725,9081632653.061226,5.49237756235519e-27
525300.922235397,9081632653.061226,9.014314565102051e-27
550574.7959784886,9081632653.061226,1.4315955112444816e-26
577064.6749995912,9081632653.061226,2.2030664304912319e-26
604829.0651237764,9081632653.061226,3.288822677435996e-26
633929.2870747296,9081632653.061226,4.766950302814775e-26
664429.61190834,9081632653.061226,6.713328207366526e-26
696397.4029624328,9081632653.061226,9.188483970208762e-26
729903.2646361388,9081632653.061226,1.222396790521757e-25
765021.19832752,9081632653.061226,1.5799947874796363e-25
801828.7658738301,9081632653.061226,1.9825458524206154e-25
840407.2608554034,9081632653.061226,2.4124051994569374e-25
880841.8881415128,9081632653.061226,2.8420257526466113e-25
923221.9520747317,9081632653.061226,3.23600663314747e-25
967641.0537094537,9081632653.061226,3.554801895244838e-25
1014197.2975401576,9081632653.061226,3.7605440748695196e-25
1062993.5081760285,9081632653.061226,3.824805778206521e-25
1114137.4574404613,9081632653.061226,3.7354227717237902e-25
1167742.1023970542,9081632653.061226,3.4989519992131216e-25
1223925.834827758,9081632653.061226,3.1413226528545505e-25
1282812.7427142137,9081632653.061226,2.7017898289595554e-25
1344532.8842997623,9081632653.061226,2.224610263073633e-25
1409222.5753374626,9081632653.061226,1.7518735000281154e-25
1477024.690158485,9081632653.061226,1.3180928163932696e-25
1548088.9772258627,9081632653.061226,9.462561320003424e-26
1622572.3898705235,9081632653.061226,6.472275028476375e-26
1700639.4329400521,9081632653.061226,4.2066964098706436e-26
1782462.5261258448,9081632653.061226,2.5881897467081943e-26
1868222.3847710367,9081632653.061226,1.5023869794183247e-26
1958108.4190003115,9081632653.061226,8.217013159335557e-27
2052319.1520530963,9081632653.061226,4.232058459320089e-27
2151062.6587440567,9081632653.061226,2.0627579976249332e-27
2254557.0250193435,9081632653.061226,9.602862340405835e-28
2363030.8296234924,9081632653.061226,4.311913877534296e-28
2476723.6489408244,9081632653.061226,1.888326237232106e-28
2595886.586126396,9081632653.061226,8.154542488207356e-29
2720782.8256950434,9081632653.061226,3.500004288075209e-29
2851688.2147934726,9081632653.061226,1.5021567780028326e-29
2988891.8724391717,9081632653.061226,6.477847400672125e-30
3132696.828071686,9081632653.061226,2.8136978301892333e-30
3283420.6908266563,9081632653.061226,1.233467157780486e-30
3441396.3510106686,9081632653.061226,5.461634393059907e-31
3606972.7153262887,9081632653.061226,2.443228854299138e-31
3780515.4774710797,9081632653.061226,1.1042147723191163e-31
3962407.92581251,9081632653.061226,5.040174690089415e-32
4153051.789922715,9081632653.061226,2.3224429245323836e-32
4352868.127842631,9081632653.061226,1.0793249510568733e-32
4562298.256035178,9081632653.061226,5.0535636354668415e-33
4781804.724081485,9081632653.061226,2.3811899334266225e-33
5011872.336272725,9081632653.061226,1.1278020858376533e-33
501187.2336272725,11102040816.32653,5.422980588358781e-27
525300.922235397,11102040816.32653,8.897577434930358e-27
550574.7959784886,11102040816.32653,1.4126050793367562e-26
577064.6749995912,11102040816.32653,2.17314908781646e-26
604829.0651237764,11102040816.32653,3.243128592644994e-26
633929.2870747296,11102040816.32653,4.699228601299411e-26
664429.61190834,11102040816.32653,6.615865865394783e-26
696397.4029624328,11102040816.32653,9.05224573308464e-26
729903.2646361388,11102040816.32653,1.2038969255828992e-25
765021.19832752,11102040816.32653,1.5556021409880024e-25
801828.7658738301,11102040816.32653,1.9513411530209996e-25
840407.2608554034,11102040816.32653,2.3737161385756264e-25
880841.8881415128,11102040816.32653,2.7956109925001914e-25
923221.9520747317,11102040816.32653,3.182219517920738e-25
967641.0537094537,11102040816.32653,3.494701487541065e-25
1014197.2975401576,11102040816.32653,3.6959101699886865e-25
1062993.5081760285,11102040816.32653,3.7580138385956412e-25
1114137.4574404613,11102040816.32653,3.66918279165028e-25
1167742.1023970542,11102040816.32653,3.435979811913447e-25
1223925.834827758,11102040816.32653,3.083974126587922e-25
1282812.7427142137,11102040816.32653,2.6517825925427473e-25
1344532.8842997623,11102040816.32653,2.1828864811817836e-25
1409222.5753374626,11102040816.32653,1.7185951280507088e-25
1477024.690158485,11102040816.32653,1.2927461730134493e-25
1548088.9772258627,11102040816.32653,9.27844670301083e-26
1622572.3898705235,11102040816.32653,6.344914141031034e-26
1700639.4329400521,11102040816.32653,4.1230169618147423e-26
1782462.5261258448,11102040816.32653,2.5361690939350392e-26
1868222.3847710367,11102040816.32653,1.4718889589928574e-26
1958108.4190003115,11102040816.32653,8.048619132116334e-27
2052319.1520530963,11102040816.32653,4.144539016940012e-27
2151062.6587440567,11102040816.32653,2.019728800457452e-27
2254557.0250193435,11102040816.32653,9.400884241606534e-28
2363030.8296234924,11102040816.32653,4.220503897493673e-28
2476723.6489408244,11102040816.32653,1.8479935808210066e-28
2595886.586126396,11102040816.32653,7.979123325872612e-29
2720782.8256950434,11102040816.32653,3.424200631442046e-29
2851688.2147934726,11102040816.32653,1.4694127060242976e-29
2988891.8724391717,11102040816.32653,6.335777890520044e-30
3132696.828071686,11102040816.32653,2.751630586332232e-30
3283420.6908266563,11102040816.32653,1.206108507162861e-30
3441396.3510106686,11102040816.32653,5.339863322824517e-31
3606972.7153262887,11102040816.32653,2.3884872631958656e-31
3780515.4774710797,11102040816.32653,1.079359366228021e-31
3962407.92581251,11102040816.32653,4.9262247707384026e-32
4153051.789922715,11102040816.32653,2.2697191655760622e-32
4352868.127842631,11102040816.32653,1.0547267856470909e-32
4562298.256035178,11102040816.32653,4.9379688835509424e-33
4781804.724081485,11102040816.32653,2.3265350187541027e-33
5011872.336272725,11102040816.32653,1.1018320903143116e-33
501187.2336272725,13122448979.591837,5.3716439181844636e-27
525300.922235397,13122448979.591837,8.811065010948691e-27
550574.7959784886,13122448979.591837,1.398506148384167e-26
577064.6749995912,13122448979.591837,2.1508978898594753e-26
604829.0651237764,13122448979.591837,3.20908274191573e-26
633929.2870747296,13122448979.591837,4.6486812550427773e-26
664429.61190834,13122448979.591837,6.542993330683922e-26
696397.4029624328,13122448979.591837,8.950205666560398e-26
729903.2646361388,13122448979.591837,1.1900175100221078e-25
765021.19832752,13122448979.591837,1.537271531072121e-25
801828.7658738301,13122448979.591837,1.927853680296465e-25
840407.2608554034,13122448979.591837,2.344549636417239e-25
880841.8881415128,13122448979.591837,2.760567077741897e-25
923221.9520747317,13122448979.591837,3.141549470426407e-25
967641.0537094537,13122448979.591837,3.4491929708925228e-25
1014197.2975401576,13122448979.591837,3.646901495546647e-25
1062993.5081760285,13122448979.591837,3.70730167068139e-25
1114137.4574404613,13122448979.591837,3.6188255213742594e-25
1167742.1023970542,13122448979.591837,3.388048074586904e-25
1223925.834827758,13122448979.591837,3.0402714535246904e-25
1282812.7427142137,13122448979.591837,2.613631283893063e-25
1344532.8842997623,13122448979.591837,2.1510202069465247e-25
1409222.5753374626,13122448979.591837,1.6931525134782665e-25
1477024.690158485,13122448979.591837,1.2733483009434898e-25
1548088.9772258627,13122448979.591837,9.13740783748348e-26
1622572.3898705235,13122448979.591837,6.24726070602509e-26
1700639.4329400521,13122448979.591837,4.0587990306224325e-26
1782462.5261258448,13122448979.591837,2.4962127558726423e-26
1868222.3847710367,13122448979.591837,1.4484444339897026e-26
1958108.4190003115,13122448979.591837,7.919066832562604e-27
2052319.1520530963,13122448979.591837,4.0771542688962475e-27
2151062.6587440567,13122448979.591837,1.9865737274328627e-27
2254557.0250193435,13122448979.591837,9.245139743000579e-28
2363030.8296234924,13122448979.591837,4.149966947756322e-28
2476723.6489408244,13122448979.591837,1.816848579972792e-28
2595886.586126396,13122448979.591837,7.843569522112083e-29
2720782.8256950434,13122448979.591837,3.365583641479834e-29
2851688.2147934726,13122448979.591837,1.4440753644548825e-29
2988891.8724391717,13122448979.591837,6.2257706360187764e-30
3132696.828071686,13122448979.591837,2.703538591355137e-30
3283420.6908266563,13122448979.591837,1.1848959320187487e-30
3441396.3510106686,13122448979.591837,5.245385388497945e-31
3606972.7153262887,13122448979.591837,2.3459870593144926e-31
3780515.4774710797,13122448979.591837,1.060049370722415e-31
3962407.92581251,13122448979.591837,4.837638995058535e-32
4153051.789922715,13122448979.591837,2.2287038099008913e-32
4352868.127842631,13122448979.591837,1.0355782761735295e-32
4562298.256035178,13122448979.591837,4.847922766647954e-33
4781804.724081485,13122448979.591837,2.2839306987952595e-33
5011872.336272725,13122448979.591837,1.081574061097999e-33
501187.2336272725,15142857142.857143,5.332059585717871e-27
525300.922235397,15142857142.857143,8.744254313194242e-27
550574.7959784886,15142857142.857143,1.3876010594250673e-26
577064.6749995912,15142857142.857143,2.133660433172149e-26
604829.0651237764,15142857142.857143,3.1826671938904516e-26
633929.2870747296,15142857142.857143,4.609401754598175e-26
664429.61190834,15142857142.857143,6.486278343711507e-26
696397.4029624328,15142857142.857143,8.870669796410613e-26
729903.2646361388,15142857142.857143,1.1791829395874423e-25
765021.19832752,15142857142.857143,1.5229412878614617e-25
801828.7658738301,15142857142.857143,1.9094656510136357e-25
840407.2608554034,15142857142.857143,2.3216836457070113e-25
880841.8881415128,15142857142.857143,2.7330559629688545e-25
923221.9520747317,15142857142.857143,3.1095795110871197e-25
967641.0537094537,15142857142.857143,3.413374019575875e-25
1014197.2975401576,15142857142.857143,3.6082802647907735e-25
1062993.5081760285,15142857142.857143,3.66729080524305e-25
1114137.4574404613,15142857142.857143,3.5790496303539813e-25
1167742.1023970542,15142857142.857143,3.350146947369552e-25
1223925.834827758,15142857142.857143,3.0056785112300136e-25
1282812.7427142137,15142857142.857143,2.583402612960204e-25
1344532.8842997623,15142857142.857143,2.1257475458037146e-25
1409222.5753374626,15142857142.857143,1.6729562055114338e-25
1477024.690158485,15142857142.857143,1.257937115816255e-25
1548088.9772258627,15142857142.857143,9.025264273700813e-26
1622572.3898705235,15142857142.857143,6.16955383464309e-26
1700639.4329400521,15142857142.857143,4.007660500222681e-26
1782462.5261258448,15142857142.857143,2.464372076870369e-26
1868222.3847710367,15142857142.857143,1.4297493031585512e-26
1958108.4190003115,15142857142.857143,7.815693282951068e-27
2052319.1520530963,15142857142.857143,4.023353181469227e-27
2151062.6587440567,15142857142.857143,1.9600866807253233e-27
2254557.0250193435,15142857142.857143,9.120648065265205e-28
2363030.8296234924,15142857142.857143,4.09355393896268e-28
2476723.6489408244,15142857142.857143,1.7919268722093402e-28
2595886.586126396,15142857142.857143,7.735046761305566e-29
2720782.8256950434,15142857142.857143,3.318632514745221e-29
2851688.2147934726,15142857142.857143,1.423770901440274e-29
2988891.8724391717,15142857142.857143,6.1375733635148386e-30
3132696.828071686,15142857142.857143,2.6649635678624412e-30
3283420.6908266563,15142857142.857143,1.16787343158331e-30
3441396.3510106686,15142857142.857143,5.16953555845224e-31
3606972.7153262887,15142857142.857143,2.3118514306734144e-31
3780515.4774710797,15142857142.857143,1.0445329765259666e-31
3962407.92581251,15142857142.857143,4.766425210473396e-32
4153051.789922715,15142857142.857143,2.1957171531789672e-32
4352868.127842631,15142857142.857143,1.0201712291423287e-32
4562298.256035178,15142857142.857143,4.7754385504322124e-33
4781804.724081485,15142857142.857143,2.2496201207348354e-33
5011872.336272725,15142857142.857143,1.0652521907122296e-33
501187.2336272725,17163265306.12245,5.300563607682911e-27
525300.922235397,17163265306.12245,8.691022613303616e-27
550574.7959784886,17163265306.12245,1.3789003920133602e-26
577064.6749995912,17163265306.12245,2.1198883444367136e-26
604829.0651237764,17163265306.12245,3.1615327191179814e-26
633929.2870747296,17163265306.12245,4.577931329345179e-26
664429.61190834,17163265306.12245,6.440775702227058e-26
696397.4029624328,17163265306.12245,8.806770076615853e-26
729903.2646361388,17163265306.12245,1.1704665304798904e-25
765021.19832752,17163265306.12245,1.5113971835885226e-25
801828.7658738301,17163265306.12245,1.8946332489266897e-25
840407.2608554034,17163265306.12245,2.303215510857824e-25
880841.8881415128,17163265306.12245,2.7108083504061534e-25
923221.9520747317,17163265306.12245,3.0836947823780922e-25
967641.0537094537,17163265306.12245,3.3843389007846624e-25
1014197.2975401576,17163265306.12245,3.576938174944033e-25
1062993.5081760285,17163265306.12245,3.634785668385134e-25
1114137.4574404613,17163265306.12245,3.5467016823537755e-25
1167742.1023970542,17163265306.12245,3.319292917228938e-25
1223925.834827758,17163265306.12245,2.977490772928994e-25
1282812.7427142137,17163265306.12245,2.5587487645278355e-25
1344532.8842997623,17163265306.12245,2.105117997944511e-25
1409222.5753374626,17163265306.12245,1.6564569556592331e-25
1477024.690158485,17163265306.12245,1.2453373473511419e-25
1548088.9772258627,17163265306.12245,8.93351205708738e-26
1622572.3898705235,17163265306.12245,6.105933003555543e-26
1700639.4329400521,17163265306.12245,3.965764880742351e-26
1782462.5261258448,17163265306.12245,2.438270501067266e-26
1868222.3847710367,17163265306.12245,1.4144150930476803e-26
1958108.4190003115,17163265306.12245,7.73085805614359e-27
2052319.1520530963,17163265306.12245,3.979178021743397e-27
2151062.6587440567,17163265306.12245,1.938328215361409e-27
2254557.0250193435,17163265306.12245,9.018335013851577e-28
2363030.8296234924,17163265306.12245,4.047171317334244e-28
2476723.6489408244,17163265306.12245,1.771428025935957e-28
2595886.586126396,17163265306.12245,7.645749267562452e-29
2720782.8256950434,17163265306.12245,3.2799848352451265e-29
2851688.2147934726,17163265306.12245,1.4070514921290874e-29
2988891.8724391717,17163265306.12245,6.0649242173043415e-30
3132696.828071686,17163265306.12245,2.6331785647434927e-30
3283420.6908266563,17163265306.12245,1.1538428497352858e-30
3441396.3510106686,17163265306.12245,5.106998197104379e-31
3606972.7153262887,17163265306.12245,2.2836985689574466e-31
3780515.4774710797,17163265306.12245,1.0317322993743622e-31
3962407.92581251,17163265306.12245,4.7076583921579805e-32
4153051.789922715,17163265306.12245,2.1684881650405378e-32
4352868.127842631,17163265306.12245,1.007449755261682e-32
4562298.256035178,17163265306.12245,4.715571673700809e-33
4781804.724081485,17163265306.12245,2.221273768258149e-33
5011872.336272725,17163265306.12245,1.051763603996498e-33
501187.2336272725,19183673469.387756,5.274879118879859e-27
525300.922235397,19183673469.387756,8.647559760561307e-27
550574.7959784886,19183673469.387756,1.3717875838866362e-26
577064.6749995912,19183673469.387756,2.1086154497338555e-26
604829.0651237764,19183673469.387756,3.144211498069486e-26
633929.2870747296,19183673469.387756,4.5521061639622665e-26
664429.61190834,19183673469.387756,6.403387864653953e-26
696397.4029624328,19183673469.387756,8.75419941199287e-26
729903.2646361388,19183673469.387756,1.163286467754749e-25
765021.19832752,19183673469.387756,1.5018760156196795e-25
801828.7658738301,19183673469.387756,1.8823850545855685e-25
840407.2608554034,19183673469.387756,2.287946757255386e-25
880841.8881415128,19183673469.387756,2.6923933553602694e-25
923221.9520747317,19183673469.387756,3.0622448666729935e-25
967641.0537094537,19183673469.387756,3.3602518219688754e-25
1014197.2975401576,19183673469.387756,3.5509095854815523e-25
1062993.5081760285,19183673469.387756,3.6077635453273346e-25
1114137.4574404613,19183673469.387756,3.5197838016991557e-25
1167742.1023970542,19183673469.387756,3.293594049842507e-25
1223925.834827758,19183673469.387756,2.953991676025655e-25
1282812.7427142137,19183673469.387756,2.538178248253617e-25
1344532.8842997623,19183673469.387756,2.0878913686177717e-25
1409222.5753374626,19183673469.387756,1.6426688181085662e-25
1477024.690158485,19183673469.387756,1.2348003789577704e-25
1548088.9772258627,19183673469.387756,8.856729491119672e-26
1622572.3898705235,19183673469.387756,6.052658423529904e-26
1700639.4329400521,19183673469.387756,3.93066172103991e-26
1782462.5261258448,19183673469.387756,2.4163886466165455e-26
1868222.3847710367,19183673469.387756,1.401553278345558e-26
1958108.4190003115,19183673469.387756,7.659667081370268e-27
2052319.1520530963,19183673469.387756,3.94209116674049e-27
2151062.6587440567,19183673469.387756,1.9200535476037363e-27
2254557.0250193435,19183673469.387756,8.932370595364818e-28
2363030.8296234924,19183673469.387756,4.008186321165722e-28
2476723.6489408244,19183673469.387756,1.754192873888894e-28
2595886.586126396,19183673469.387756,7.570646077671852e-29
2720782.8256950434,19183673469.387756,3.247471106104581e-29
2851688.2147934726,19183673469.387756,1.3929819400273e-29
2988891.8724391717,19183673469.387756,6.003773937135054e-30
3132696.828071686,19183673469.387756,2.606418186046306e-30
3283420.6908266563,19183673469.387756,1.1420276238164658e-30
3441396.3510106686,19183673469.387756,5.054324070624448e-31
3606972.7153262887,19183673469.387756,2.2599811386843144e-31
3780515.4774710797,19183673469.387756,1.0209462620816545e-31
3962407.92581251,19183673469.387756,4.658131356330367e-32
4153051.789922715,19183673469.387756,2.1455361501468617e-32
4352868.127842631,19183673469.387756,9.967245770856397e-33
4562298.256035178,19183673469.387756,4.665090355705729e-33
4781804.724081485,19183673469.387756,2.1973671539184227e-33
5011872.336272725,19183673469.387756,1.040385641111454e-33
